key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,Feedback,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,train.ran,torta_sx,torta_dx,difference,probability,age,gender,date,expName,psychopyVersion,OS,frameRate,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,test1.thisRepN,test1.thisTrialN,test1.thisN,test1.thisIndex,test1.ran,key_resp_16.keys,key_resp_16.rt,key_resp_7.keys,key_resp_7.rt,test2.thisRepN,test2.thisTrialN,test2.thisN,test2.thisIndex,test2.ran,rating.response,rating.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt
,,,,,,,,,,,,l,1.40329,Correct!,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,36,36,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.752465,Incorrect,,,,,,t2.png,t2.png,0,0.981,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,37,37,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.39502,Incorrect,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,38,38,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.24035,Correct!,,,,,,t3.png,t4.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,39,39,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.90666,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,40,40,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.9697,Correct!,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,41,41,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.75775,Correct!,,,,,,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,42,42,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.83863,Incorrect,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,43,43,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.71799,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,44,44,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.350475,Correct!,,,,,,t1.png,t1.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,45,45,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.635895,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,46,46,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.201305,Correct!,,,,,,t4.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,47,47,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.305035,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,48,48,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.735325,Correct!,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,49,49,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.752455,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,50,50,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.36961,Correct!,,,,,,t2.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,51,51,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.184785,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,52,52,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.925695,Incorrect,,,,,,t4.png,t4.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,53,53,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.95017,Incorrect,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,54,54,116,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.1004,Incorrect,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,55,55,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.186075,Correct!,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,56,56,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.22606,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,57,57,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.24388,Correct!,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,58,58,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.817845,Incorrect,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,59,59,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.151795,Correct!,,,,,,t3.png,t2.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,60,60,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.938245,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,61,61,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.92103,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,62,62,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.13782,Correct!,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,63,63,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.13927,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,64,64,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.50553,Incorrect,,,,,,t4.png,t2.png,2,0.0591,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,65,65,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.451695,Correct!,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,66,66,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.367005,Incorrect,,,,,,t2.png,t2.png,0,0.98115,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,67,67,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.63996,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,68,68,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,69,69,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.62727,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,70,70,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.088175,Incorrect,,,,,,t3.png,t1.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,71,71,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.61664,Correct!,,,,,,t4.png,t2.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,72,72,110,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.489125,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,73,73,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.70175,Incorrect,,,,,,t5.png,t4.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,74,74,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.20331,Correct!,,,,,,t1.png,t1.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,75,75,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.453575,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,76,76,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.142655,Correct!,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,77,77,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.028275,Correct!,,,,,,t2.png,t3.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,78,78,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.431785,Correct!,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,79,79,103,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.47725,Correct!,,,,,,t1.png,t2.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,80,80,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.64373,Correct!,,,,,,t5.png,t2.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,81,81,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.13711,Correct!,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,82,82,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.112565,Incorrect,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,83,83,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.021165,Incorrect,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,84,84,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.05372,Incorrect,,,,,,t5.png,t5.png,0,0.97829,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,85,85,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.718575,Correct!,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,86,86,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.16889,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,87,87,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.15594,Correct!,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,88,88,113,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.53548,Correct!,,,,,,t4.png,t3.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,89,89,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.283565,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,90,90,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.42488,Incorrect,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,91,91,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.73785,Correct!,,,,,,t3.png,t2.png,1,0.90855,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,92,92,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Too slow :(,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,93,93,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.34054,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,94,94,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.33869,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,95,95,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.538265,Incorrect,,,,,,t4.png,t5.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,96,96,115,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.368145,Correct!,,,,,,t1.png,t2.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,97,97,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.119315,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,98,98,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.402885,Incorrect,,,,,,t2.png,t1.png,1,0.9,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,99,99,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.83854,Correct!,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,100,100,107,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.952455,Correct!,,,,,,t2.png,t5.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,101,101,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.118875,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,102,102,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.63598,Correct!,,,,,,t3.png,t5.png,2,0.0565,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,103,103,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,0.80292,Incorrect,,,,,,t3.png,t4.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,104,104,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.035715,Incorrect,,,,,,t4.png,t5.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,105,105,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.873715,Incorrect,,,,,,t3.png,t1.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,106,106,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,0.87067,Incorrect,,,,,,t2.png,t4.png,2,0.059078,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,107,107,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.05488,Incorrect,,,,,,t2.png,t1.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,108,108,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.14995,Correct!,,,,,,t3.png,t5.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,109,109,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.155455,Correct!,,,,,,t5.png,t4.png,1,0.90025,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,110,110,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.236325,Incorrect,,,,,,t1.png,t4.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,111,111,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.084335,Incorrect,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,112,112,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.78305,Incorrect,,,,,,t5.png,t5.png,0,0.978,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,113,113,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,1.723675,Correct!,,,,,,t4.png,t1.png,3,0.0000131,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,114,114,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.501205,Incorrect,,,,,,t5.png,t1.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,115,115,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,l,2.195395,Incorrect,,,,,,t3.png,t2.png,1,0.909,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,116,116,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,2.240775,Incorrect,,,,,,t1.png,t3.png,2,0.056466,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,117,117,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.67972,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,118,118,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,a,1.31369,Incorrect,,,,,,t1.png,t5.png,4,9.55E-11,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,119,119,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,19,Female,2020-10-22_21h29.04.780,torte-q,2020.1.3,MacIntel,60,space,2.691845,,,,,,,,,,,,,,,,,5.973525391,6.560635,249.921875,-55.32421875,1,0,0,s5,194.8476563,-92.6171875,1,0,0,t4,194.8476563,-92.6171875,1,0,0,proceed,space,6.63908,space,0.917425,space,0.690805
